"id","team","week","position","name","playerId","points","starter"
"pl-16021wk7",8,7,"D/ST","Eagles D/ST",-16021,0,false
"pl3120348wk7",8,7,"WR","JuJu Smith-Schuster",3120348,21.9,false
"pl-16017wk7",8,7,"D/ST","Patriots D/ST",-16017,4,true
"pl3051876wk7",8,7,"TE","Evan Engram",3051876,8.7,true
"pl3042519wk7",9,7,"RB","Aaron Jones",3042519,24.1,true
"pl2577417wk7",9,7,"QB","Dak Prescott",2577417,12.28,true
"pl3115364wk7",9,7,"RB","Leonard Fournette",3115364,3.6,true
"pl3045138wk7",9,7,"WR","Mike Williams",3045138,18.1,true
"pl4241372wk7",9,7,"WR","Marquise Brown",4241372,0,false
"pl4038941wk7",9,7,"QB","Justin Herbert",4038941,17.62,true
"pl4036133wk7",9,7,"TE","T.J. Hockenson",4036133,6.8,true
"pl4567048wk7",9,7,"RB","Kenneth Walker III",4567048,28.7,true
"pl4241478wk7",9,7,"WR","DeVonta Smith",4241478,0,false
"pl4045163wk7",9,7,"RB","Miles Sanders",4045163,0,false
"pl4361370wk7",9,7,"WR","Chris Olave",4361370,14.1,true
"pl4046692wk7",9,7,"WR","Chase Claypool",4046692,6.6,false
"pl-16027wk7",9,7,"D/ST","Buccaneers D/ST",-16027,1,true
"pl14876wk7",9,7,"QB","Ryan Tannehill",14876,3.88,false
"pl2573401wk7",9,7,"TE","Tyler Higbee",2573401,0,false
"pl4372485wk7",9,7,"WR","Rondale Moore",4372485,3.6,false
"pl3139477wk7",10,7,"QB","Patrick Mahomes",3139477,26.92,true
"pl15847wk7",10,7,"TE","Travis Kelce",15847,12.8,true
"pl3929630wk7",10,7,"RB","Saquon Barkley",3929630,15.5,true
"pl3051392wk7",10,7,"RB","Ezekiel Elliott",3051392,17.7,true
"pl3121422wk7",10,7,"WR","Terry McLaurin",3121422,15.8,true
"pl4360939wk7",10,7,"WR","Rashod Bateman",4360939,6.2,false
"pl4047365wk7",10,7,"RB","Josh Jacobs",4047365,35,true
"pl3059915wk7",10,7,"RB","Kareem Hunt",3059915,7.3,false
"pl4426502wk7",10,7,"WR","Drake London",4426502,1.4,false
"pl4372016wk7",10,7,"WR","Jaylen Waddle",4372016,10.8,true
"pl3915511wk7",10,7,"QB","Joe Burrow",3915511,39.24,true
"pl4241474wk7",10,7,"RB","Brian Robinson Jr.",4241474,9.6,false
"pl2468609wk7",10,7,"TE","Taysom Hill",2468609,9.62,false
"pl-16033wk7",10,7,"D/ST","Ravens D/ST",-16033,11,true
"pl2969939wk7",10,7,"QB","Jameis Winston",2969939,0,false
"pl4367209wk7",10,7,"TE","Greg Dulcich",4367209,8.1,false
"pl14881wk8",1,8,"QB","Russell Wilson",14881,13.78,false
"pl3116593wk8",1,8,"RB","Dalvin Cook",3116593,22.6,true
"pl4047646wk8",1,8,"WR","A.J. Brown",4047646,36.6,true
"pl3128429wk8",1,8,"WR","Courtland Sutton",3128429,1.8,false
"pl3117256wk8",1,8,"TE","Dalton Schultz",3117256,10.4,true
"pl4242214wk8",1,8,"RB","Clyde Edwards-Helaire",4242214,0,false
"pl3126486wk8",1,8,"WR","Deebo Samuel",3126486,0,false
"pl4040761wk8",1,8,"RB","Devin Singletary",4040761,8.8,true
"pl4035687wk8",1,8,"WR","Michael Pittman Jr.",4035687,8.8,false
"pl4048244wk8",1,8,"RB","Alexander Mattison",4048244,10,false
"pl2576980wk8",1,8,"QB","Marcus Mariota",2576980,22.42,true
"pl3125116wk8",1,8,"RB","D'Onta Foreman",3125116,31.8,true
"pl4362887wk8",1,8,"QB","Justin Fields",4362887,26.04,false
"pl3045144wk8",1,8,"WR","Tyler Boyd",3045144,11.3,true
"pl-16014wk8",1,8,"D/ST","Rams D/ST",-16014,1,true
"pl4242512wk8",1,8,"QB","Malik Willis",4242512,1.4,true
"pl4040715wk8",2,8,"QB","Jalen Hurts",4040715,28.4,true
"pl2976212wk8",2,8,"WR","Stefon Diggs",2976212,19.8,true
"pl3116406wk8",2,8,"WR","Tyreek Hill",3116406,25.5,true
"pl4239993wk8",2,8,"WR","Tee Higgins",4239993,12.4,true
"pl4241479wk8",2,8,"QB","Tua Tagovailoa",4241479,29.18,true
"pl4243537wk8",2,8,"WR","Gabe Davis",4243537,4.5,false
"pl4239934wk8",2,8,"RB","AJ Dillon",4239934,6.8,true
"pl4361259wk8",2,8,"QB","Zach Wilson",4361259,16.4,false
"pl3916148wk8",2,8,"RB","Tony Pollard",3916148,33.2,true
"pl15835wk8",2,8,"TE","Zach Ertz",15835,11.4,true
"pl3917792wk8",2,8,"QB","Daniel Jones",3917792,9.04,false
"pl3046439wk8",2,8,"TE","Hunter Henry",3046439,2.7,false
"pl-16009wk8",2,8,"D/ST","Packers D/ST",-16009,5,false
"pl2979843wk8",2,8,"RB","Kenyan Drake",2979843,14.7,false
"pl-16007wk8",2,8,"D/ST","Broncos D/ST",-16007,7,true
"pl4427366wk8",2,8,"RB","Breece Hall",4427366,0,false
"pl3068267wk8",3,8,"RB","Austin Ekeler",3068267,0,false
"pl3116385wk8",3,8,"RB","Joe Mixon",3116385,9.4,true
"pl16757wk8",3,8,"QB","Derek Carr",16757,1.94,true
"pl4047650wk8",3,8,"WR","DK Metcalf",4047650,14.5,true
"pl2576925wk8",3,8,"TE","Darren Waller",2576925,0,false
"pl4241463wk8",3,8,"WR","Jerry Jeudy",4241463,15.3,true
"pl2976499wk8",3,8,"WR","Amari Cooper",2976499,19.6,true
"pl3925347wk8",3,8,"RB","Damien Harris",3925347,6.2,false
"pl12483wk8",3,8,"QB","Matthew Stafford",12483,17.38,true
"pl4052042wk8",3,8,"RB","James Robinson",4052042,1.7,false
"pl-16006wk8",3,8,"D/ST","Cowboys D/ST",-16006,10,true
"pl4239996wk8",3,8,"RB","Travis Etienne Jr.",4239996,23.7,true
"pl3121427wk8",3,8,"WR","Curtis Samuel",3121427,9.4,false
"pl15920wk8",3,8,"RB","Latavius Murray",15920,12.4,false
"pl3116164wk8",3,8,"TE","Mike Gesicki",3116164,11.3,true
"pl4242433wk8",3,8,"WR","Joshua Palmer",4242433,0,false
"pl4241457wk8",4,8,"RB","Najee Harris",4241457,8.96,true
"pl3116365wk8",4,8,"TE","Mark Andrews",3116365,4.8,true
"pl4035538wk8",4,8,"RB","David Montgomery",4035538,7,false
"pl4360294wk8",4,8,"RB","Antonio Gibson",4360294,17.2,false
"pl15807wk8",4,8,"RB","Cordarrelle Patterson",15807,0,false
"pl16460wk8",4,8,"WR","Adam Thielen",16460,9.7,true
"pl3128390wk8",4,8,"WR","Allen Lazard",3128390,0,false
"pl-16025wk8",4,8,"D/ST","49ers D/ST",-16025,5,true
